311.839630,+44.173649
311.900391,+44.491657
311.934601,+44.427231
311.957275,+44.191322
311.971039,+44.798981
311.992950,+44.349998
312.014893,+44.091465
312.032288,+44.000915
312.089539,+44.687485
312.105774,+44.385151
312.108826,+43.861218
312.115540,+44.773636
312.119995,+44.403213
312.124054,+43.859348
312.130096,+44.773609
312.130341,+43.842915
312.131592,+45.020176
312.136871,+44.199871
312.137500,+43.855300
312.141510,+44.374630
312.147736,+43.887016
312.151886,+43.966751
312.166596,+44.851395
312.168152,+43.856743
312.171875,+44.775734
312.193481,+44.755558
312.194488,+44.697514
312.198669,+44.636189
312.209290,+44.660480
312.211243,+43.830483
312.215332,+43.850384
312.226410,+44.897137
312.240814,+43.831932
312.249054,+44.691036
312.249300,+43.836000
312.250153,+43.854897
312.255066,+44.577026
312.255524,+45.113274
312.256714,+43.959335
312.268921,+45.104038
312.272919,+44.059258
312.277252,+45.171959
312.281555,+44.040836
312.290161,+43.848404
312.295807,+43.836639
312.296783,+43.846676
312.299072,+44.193203
312.299103,+44.209160
312.299896,+44.236759
312.301453,+44.120747
312.303742,+44.194271
312.308044,+43.840412
312.317047,+43.827793
312.324982,+44.093372
312.326843,+43.667778
312.334595,+44.587109
312.343842,+43.549095
312.346832,+44.576992
312.352295,+43.676918
312.353149,+44.589352
312.367340,+44.666042
312.373352,+44.012974
312.379059,+43.698959
312.384094,+44.284229
312.393768,+44.728596
312.396027,+44.322033
312.397583,+43.669163
312.401856,+43.635433
312.402405,+44.232620
312.424560,+43.983555
312.428253,+44.744537
312.429657,+44.505146
312.432404,+44.722458
312.437470,+44.728310
312.441742,+44.701645
312.461121,+43.715050
312.461639,+44.209351
312.469727,+44.222908
312.470978,+44.260902
312.474762,+44.217312
312.476929,+44.288803
312.494629,+44.212791
312.497406,+44.269043
312.519531,+44.986389
312.532837,+44.828690
312.534363,+44.830486
312.539246,+44.447933
312.539368,+43.967632
312.541260,+44.255875
312.546539,+44.970715
312.547180,+44.339012
312.548523,+44.202267
312.548920,+43.966640
312.568817,+44.421249
312.576721,+44.436665
312.578461,+44.922348
312.585297,+44.834728
312.590302,+44.406849
312.590729,+44.850361
312.591370,+44.218578
312.593445,+44.321548
312.593933,+44.905613
312.596619,+43.316177
312.600128,+43.747909
312.601349,+44.222507
312.602020,+44.850452
312.602034,+44.319103
312.602387,+44.920921
312.614044,+44.331848
312.614384,+44.342738
312.615478,+44.391411
312.616425,+44.535542
312.617983,+44.332809
312.621826,+44.897522
312.623596,+44.297367
312.627167,+44.422333
312.631090,+44.284037
312.634308,+44.418892
312.634705,+44.438187
312.635834,+43.772228
312.637756,+44.260750
312.638118,+44.418816
312.644409,+44.373962
312.645966,+44.420456
312.646057,+44.441586
312.647888,+44.369858
312.648438,+44.304169
312.652344,+43.141354
312.653900,+44.361343
312.654266,+44.306820
312.655670,+44.348038
312.656036,+44.354462
312.656708,+44.883381
312.657562,+44.296028
312.658203,+45.182419
312.658539,+44.312431
312.666138,+44.376183
312.666870,+44.316887
312.667908,+44.513626
312.668610,+44.339340
312.668915,+44.347439
312.670441,+44.003864
312.670929,+44.302269
312.677841,+44.366520
312.678467,+44.430203
312.681335,+44.264385
312.682526,+44.280182
312.682587,+43.806568
312.683807,+44.566753
312.686798,+44.288525
312.687347,+44.349651
312.687378,+44.265461
312.689148,+44.363670
312.689636,+43.744804
312.690643,+44.919922
312.691376,+44.412891
312.691956,+44.319492
312.694007,+44.291025
312.697846,+44.731106
312.698852,+45.011036
312.699402,+44.986095
312.701333,+44.259213
312.702332,+44.284248
312.702423,+44.351265
312.702850,+44.254379
312.702911,+44.348137
312.703369,+44.323177
312.704804,+44.956516
312.705505,+44.899536
312.706696,+44.908657
312.706879,+44.411446
312.709778,+44.411118
312.710053,+44.836533
312.710269,+44.396113
312.715454,+44.346069
312.717957,+45.132431
312.719086,+44.278927
312.721558,+44.398243
312.722107,+45.015995
312.723236,+44.350204
312.723450,+44.408443
312.723816,+44.266201
312.723907,+44.262467
312.724121,+44.321548
312.724152,+44.355152
312.727020,+43.773327
312.728577,+45.265877
312.731811,+44.297245
312.732076,+44.382441
312.734039,+44.305992
312.738983,+44.806904
312.739746,+44.236027
312.740692,+44.719044
312.741203,+44.388960
312.742340,+44.707134
312.743012,+44.242386
312.743256,+44.245602
312.744141,+43.622440
312.744568,+44.291893
312.745850,+44.331772
312.746521,+44.733620
312.747894,+44.327484
312.748901,+44.680332
312.748932,+44.716324
312.749634,+44.719860
312.750092,+44.864002
312.750855,+44.874664
312.750958,+44.469233
312.753784,+44.530514
312.756531,+44.261650
312.758179,+44.509266
312.758972,+44.744327
312.759003,+44.335850
312.759308,+44.231125
312.760346,+44.214481
312.761292,+44.313000
312.761322,+43.825531
312.762817,+44.400734
312.763763,+44.244430
312.763946,+44.404278
312.765106,+44.732933
312.766541,+44.986763
312.766815,+45.020081
312.769379,+44.397247
312.770081,+44.861637
312.770630,+44.242737
312.772400,+44.256332
312.772736,+44.233112
312.773193,+44.797512
312.773773,+44.275551
312.777100,+44.807285
312.778473,+44.978317
312.780243,+44.895245
312.781372,+44.853767
312.781830,+44.800232
312.783600,+44.530678
312.785126,+44.952400
312.785644,+44.409183
312.786469,+44.794762
312.786987,+44.886852
312.788391,+44.933453
312.788574,+44.790951
312.789551,+44.558228
312.790619,+44.857014
312.793488,+44.976566
312.795624,+44.612266
312.795685,+44.794167
312.796570,+44.731033
312.800415,+44.313187
312.803131,+44.970264
312.803589,+45.169632
312.805969,+44.438393
312.807068,+44.539581
312.809204,+44.609013
312.810669,+44.227158
312.811676,+42.805500
312.813110,+44.304848
